the babies that the horses were calling have tried .	have the babies that the horses were calling tried 	were	have ?
the person that does call the children shall sit .	shall the person that does call the children sit 	does	shall ?
the animals that those boys were feeding have visited the horses behind those boys .	have the animals that those boys were feeding visited the horses behind those boys 	were	have ?
the boy who the girl has fed was sleeping .	was the boy who the girl has fed sleeping 	has	was ?
some babies that some boys have called would know some child who has called the girls .	would some babies that some boys have called know some child who has called the girls 	have	would ?
some people who would know those babies are working .	are some people who would know those babies working 	would	are ?
some boys who have walked are knowing the horses .	are some boys who have walked knowing the horses 	have	are ?
the girl that can feed those animals is falling .	is the girl that can feed those animals falling 	can	is ?
the people who some child has picked have played .	have the people who some child has picked played 	has	have ?
the child that shall draw has watched some animals by the people .	has the child that shall draw watched some animals by the people 	shall	has ?
this person who has reached the horses can see some child that is walking .	can this person who has reached the horses see some child that is walking 	has	can ?
those children that were visiting some baby have drawn .	have those children that were visiting some baby drawn 	were	have ?
some boy who this child would find has picked those girls who do draw .	has some boy who this child would find picked those girls who do draw 	would	has ?
the babies that would visit this animal have picked the horse behind some girls .	have the babies that would visit this animal picked the horse behind some girls 	would	have ?
the people who were watching some babies did talk .	did the people who were watching some babies talk 	were	did ?
the child that has watched some baby is trying .	is the child that has watched some baby trying 	has	is ?
those children who some person was feeding shall walk .	shall those children who some person was feeding walk 	was	shall ?
the horse who some horse is helping did call the babies behind some child .	did the horse who some horse is helping call the babies behind some child 	is	did ?
those horses that do visit some animals are feeding some girl behind the animals .	are those horses that do visit some animals feeding some girl behind the animals 	do	are ?
some child who would watch some boy has slept .	has some child who would watch some boy slept 	would	has ?
the child who has reached the boys would help this boy .	would the child who has reached the boys help this boy 	has	would ?
the animals who were visiting some animal have watched some horses by some horse .	have the animals who were visiting some animal watched some horses by some horse 	were	have ?
some boy who some horses did reach has seen some boy behind this girl .	has some boy who some horses did reach seen some boy behind this girl 	did	has ?
the child who shall feed this boy can read .	can the child who shall feed this boy read 	shall	can ?
this girl who some children have helped can work .	can this girl who some children have helped work 	have	can ?
some girl that this animal has fed did feed those horses behind some horse .	did some girl that this animal has fed feed those horses behind some horse 	has	did ?
the animals who can find this girl were calling some horses .	were the animals who can find this girl calling some horses 	can	were ?
some horse that can fall has talked .	has some horse that can fall talked 	can	has ?
the boy who is visiting those girls shall pick some girl that would sleep .	shall the boy who is visiting those girls pick some girl that would sleep 	is	shall ?
the animal who those people have picked can see the horses that are finding the horse .	can the animal who those people have picked see the horses that are finding the horse 	have	can ?
this child that would find those boys is playing .	is this child that would find those boys playing 	would	is ?
the boys who the babies have picked do sit .	do the boys who the babies have picked sit 	have	do ?
those horses that those babies were picking shall know this child by some baby .	shall those horses that those babies were picking know this child by some baby 	were	shall ?
the horse that has walked can pick some person behind some girl .	can the horse that has walked pick some person behind some girl 	has	can ?
some child that some animals are knowing has slept .	has some child that some animals are knowing slept 	are	has ?
this girl that this girl shall reach is talking .	is this girl that this girl shall reach talking 	shall	is ?
some people that were calling this animal have read .	have some people that were calling this animal read 	were	have ?
this child who the horse does call did work .	did this child who the horse does call work 	does	did ?
those people that do sleep were feeding the girl by the children .	were those people that do sleep feeding the girl by the children 	do	were ?
the babies who the horse shall know have worked .	have the babies who the horse shall know worked 	shall	have ?
the horse who some girls were helping is walking .	is the horse who some girls were helping walking 	were	is ?
this boy that this girl is feeding shall talk .	shall this boy that this girl is feeding talk 	is	shall ?
the animals that are finding the animal shall visit those boys behind those animals .	shall the animals that are finding the animal visit those boys behind those animals 	are	shall ?
those girls who can try have walked .	have those girls who can try walked 	can	have ?
the animals that the boys are helping were drawing .	were the animals that the boys are helping drawing 	are	were ?
some people who shall sit have fed the people who are sleeping .	have some people who shall sit fed the people who are sleeping 	shall	have ?
some people that the person can reach did call the baby by the animal .	did some people that the person can reach call the baby by the animal 	can	did ?
the baby that would watch those children did call this person by some girls .	did the baby that would watch those children call this person by some girls 	would	did ?
the animals that the horse was watching would fall .	would the animals that the horse was watching fall 	was	would ?
some babies who the girl can reach would know this horse behind the person .	would some babies who the girl can reach know this horse behind the person 	can	would ?
some horse who shall pick those children can draw .	can some horse who shall pick those children draw 	shall	can ?
some animal that is helping some boy can play .	can some animal that is helping some boy play 	is	can ?
some boys that have called this child do play .	do some boys that have called this child play 	have	do ?
the children who can reach those animals are watching the children by some person .	are the children who can reach those animals watching the children by some person 	can	are ?
this child that the boys have visited does read .	does this child that the boys have visited read 	have	does ?
some animals who can walk have called some boy behind the baby .	have some animals who can walk called some boy behind the baby 	can	have ?
some babies that can draw have played .	have some babies that can draw played 	can	have ?
some animal that is picking the boys has drawn .	has some animal that is picking the boys drawn 	is	has ?
the baby who some horse did call has walked .	has the baby who some horse did call walked 	did	has ?
the girl that does feed those babies was working .	was the girl that does feed those babies working 	does	was ?
those boys who are picking some person were drawing .	were those boys who are picking some person drawing 	are	were ?
this horse that can know this baby has found the boy by the horse .	has this horse that can know this baby found the boy by the horse 	can	has ?
the child who those animals have fed has watched those animals by the girl .	has the child who those animals have fed watched those animals by the girl 	have	has ?
the children who those babies have found are knowing some children by some girl .	are the children who those babies have found knowing some children by some girl 	have	are ?
those boys who did reach the boy shall watch the baby that the child shall find .	shall those boys who did reach the boy watch the baby that the child shall find 	did	shall ?
the horses who did draw are siting .	are the horses who did draw siting 	did	are ?
this animal who would work has seen some animals who would walk .	has this animal who would work seen some animals who would walk 	would	has ?
some boys that some horse has found have fallen .	have some boys that some horse has found fallen 	has	have ?
some boy that the boys are helping did try .	did some boy that the boys are helping try 	are	did ?
the animal who is feeding some girls shall sleep .	shall the animal who is feeding some girls sleep 	is	shall ?
those children who can reach some horse were visiting this baby behind the horses .	were those children who can reach some horse visiting this baby behind the horses 	can	were ?
some boys that did walk are reading .	are some boys that did walk reading 	did	are ?
this horse that the baby is seeing has played .	has this horse that the baby is seeing played 	is	has ?
those people who some people were helping are siting .	are those people who some people were helping siting 	were	are ?
this horse who can help some boys would pick the girls who the babies have picked .	would this horse who can help some boys pick the girls who the babies have picked 	can	would ?
this girl who those boys do see has known some babies .	has this girl who those boys do see known some babies 	do	has ?
the animals who have drawn do work .	do the animals who have drawn work 	have	do ?
this person that those children were feeding would sleep .	would this person that those children were feeding sleep 	were	would ?
the child who shall work does visit those children by those children .	does the child who shall work visit those children by those children 	shall	does ?
some boy that those people are helping was watching the animal .	was some boy that those people are helping watching the animal 	are	was ?
those animals who were watching the horse are working .	are those animals who were watching the horse working 	were	are ?
the animal who those babies are watching can feed some girls by some person .	can the animal who those babies are watching feed some girls by some person 	are	can ?
some animal that the horses are finding was talking .	was some animal that the horses are finding talking 	are	was ?
those people who did help some people have worked .	have those people who did help some people worked 	did	have ?
those children that the girl does pick did watch the boy by the animal .	did those children that the girl does pick watch the boy by the animal 	does	did ?
the babies who the animal is picking are drawing .	are the babies who the animal is picking drawing 	is	are ?
some animals that this baby has found shall see the girl behind this animal .	shall some animals that this baby has found see the girl behind this animal 	has	shall ?
some babies who some boys were feeding do talk .	do some babies who some boys were feeding talk 	were	do ?
the baby who this child was picking has drawn .	has the baby who this child was picking drawn 	was	has ?
those girls who some children were seeing did watch some boy by the boys .	did those girls who some children were seeing watch some boy by the boys 	were	did ?
