some animal that does try shall fall .	does some animal that try shall fall ?	does	does
those boys who can call those children shall reach this child behind some boy .	can those boys who call those children shall reach this child behind some boy ?	can	can
some girl that did feed this horse shall see those horses .	did some girl that feed this horse shall see those horses ?	did	did
the babies who shall feed those horses do find some horse .	shall the babies who feed those horses do find some horse ?	shall	shall
those boys who the boys did know shall feed the baby by the animal .	did those boys who the boys know shall feed the baby by the animal ?	did	did
this person who did sleep would know some horse behind some baby .	did this person who sleep would know some horse behind some baby ?	did	did
those children that can feed some boys do find this baby behind some boys .	can those children that feed some boys do find this baby behind some boys ?	can	can
some baby that did visit those babies can draw .	did some baby that visit those babies can draw ?	did	did
the girl who can see the people did walk .	can the girl who see the people did walk ?	can	can
the horses that shall see the horses can talk .	shall the horses that see the horses can talk ?	shall	shall
some boys who the babies would watch do watch the child by this horse .	would some boys who the babies watch do watch the child by this horse ?	would	would
the people who this girl does call can pick the boys by this animal .	does the people who this girl call can pick the boys by this animal ?	does	does
this girl who this animal does help did walk .	does this girl who this animal help did walk ?	does	does
the boys that this horse can visit shall read .	can the boys that this horse visit shall read ?	can	can
the animals that shall draw did work .	shall the animals that draw did work ?	shall	shall
the horses who some baby does visit can talk .	does the horses who some baby visit can talk ?	does	does
some animal that did draw would find this person by this horse .	did some animal that draw would find this person by this horse ?	did	did
some babies that did feed the boy do help the boys behind the horses .	did some babies that feed the boy do help the boys behind the horses ?	did	did
those boys that the girls do reach would call some horse who would try .	do those boys that the girls reach would call some horse who would try ?	do	do
those boys who the horses do see can fall .	do those boys who the horses see can fall ?	do	do
some people that some animal shall visit do fall .	shall some people that some animal visit do fall ?	shall	shall
the boys that do call some boy would work .	do the boys that call some boy would work ?	do	do
some children that the baby did find would walk .	did some children that the baby find would walk ?	did	did
the people who shall know the baby did work .	shall the people who know the baby did work ?	shall	shall
the boys who do see some child would talk .	do the boys who see some child would talk ?	do	do
those girls that can see some boy shall help the person behind those children .	can those girls that see some boy shall help the person behind those children ?	can	can
